Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"HSL76700 Reflector Telescopes for Adults Astronomy Professional,Beginners Telescopes for Kids 8-12,76mm Aperture 700mm Focal Length Telescopes with Tripod adapter filter 4mm12.5mm20mm eyepiece 1.5X 5X",,$380.33,0%,No reviews,0,https://www.amazon.ca/Reflector-Telescopes-Astronomy-Professional-4mm12-5mm20mm/dp/B0BL7D8JGZ/ref=sr_1_181?keywords=telescope&qid=1671541558&sr=8-181
Vintage Table Decorative Nickel Finish Coated Telescope With Black Tripod Antique Stand Nautical Sailor Pirate Instrument,,$100.94,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Vintage-Antique-Telescope-Nautical-Telescopes/dp/B07929HHX8/ref=sr_1_182?keywords=telescope&qid=1671541558&sr=8-182
"Pirate Telescope and Compass for Kids Adults, Handheld Collapsible Brass Monocular Telescope 25x30 Zoomable Spyglass Waterproof Pocket Compass for Cruise Ship Travel Camping Hiking Outdoor Navigation",,$45.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Telescope-Collapsible-Monocular-Waterproof-Navigation/dp/B083CLN8G5/ref=sr_1_183?keywords=telescope&qid=1671541558&sr=8-183
Educational Insights Nancy B's Science Club MoonScope and Sky Gazers Activity Journal,,$74.99,0%,3.5 out of 5 stars,3.5,https://www.amazon.ca/Educational-Insights-Science-MoonScope-Activity/dp/B00B1Z6F52/ref=sr_1_184?keywords=telescope&qid=1671541558&sr=8-184
"MOLIMOLLY Telescope, 70mm Aperture 400mm AZ Mount Professional Astronomical Refracting for Kids and Adults,Height Adjustable Tripod Fully Multi-Coated Optics with Carrying Bag,Smartphone Adapter",,$118.98,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/MOLIMOLLY-Professional-Astronomical-Refracting-Multi-Coated/dp/B09Q5Q34RL/ref=sr_1_185?keywords=telescope&qid=1671541558&sr=8-185
"WINWIN Binoculars for Adults 20X50,Compact Powerful HD Telescope for Bird Watching, Stargazing, Traveling,Hiking,Camping and Hunting,with Mountable Camera Smartphone Adapter and Carrying Bag",,$49.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/WINWIN-Binoculars-Telescope-Stargazing-Smartphone/dp/B09P8HS565/ref=sr_1_186?keywords=telescope&qid=1671541558&sr=8-186
12X50 Monocular Telescope Palwin High Power Monocular Telescope with Smartphone Holder & Tripod Low Night Vision Waterproof Zoom Telescope BAK4 Prism for Wildlife Bird Watching Hunting Camping,,$57.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Monocular-Telescope-Palwin-Smartphone-Waterproof/dp/B0BFGWPHB8/ref=sr_1_187?keywords=telescope&qid=1671541558&sr=8-187
"Telescope for Kids Astronomy Beginners, Astronomical Telescope with Tripod and 20X, 40X, 60X Eyepiece, Space Kid's Explorer Educational Gift for Child Observe Moon and Planet Space",$69.25,$61.62,-11.02%,2.7 out of 5 stars,2.7,https://www.amazon.ca/Telescope-Astronomy-Beginners-Astronomical-Educational/dp/B0868BLDTV/ref=sr_1_188?keywords=telescope&qid=1671541558&sr=8-188
"Celestron 1.25"" Star Diagonal, Black (94115-A)",,$84.96,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Celestron-1-25-Diagonal-Black-94115/dp/B00009X3UO/ref=sr_1_189?keywords=telescope&qid=1671541558&sr=8-189
200X Telescope for Astronomy F400-70MM Professional for Kids Adult Beginners Refracting Telescopes FMC with Accessories,,$79.99,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/Telescope-Professional-Refracting-Telescopes-Accessories/dp/B09D79LQGH/ref=sr_1_190?keywords=telescope&qid=1671541558&sr=8-190
"Solomark 1.25"" Telescope Eyepiece Set, 6mm, 12.5mm, 20mm Plossl Eyepiece Fully HD Coated Lens for Astronomical Telescope Eyepiece",,$67.79,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Solomark-Telescope-Eyepiece-12-5mm-Astronomical/dp/B08Y1DM62L/ref=sr_1_191?keywords=telescope&qid=1671541558&sr=8-191
Celestron 22150 Omni XLT AZ 102mm Refractor (Blue),,$499.97,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/Celestron-22150-Omni-102mm-Refractor/dp/B014EQ1LB2/ref=sr_1_192?keywords=telescope&qid=1671541558&sr=8-192
"Monocular Telescope, 1.5Inch HD TFT Interna Screen USB 960P Video Resolution Night Vision Photo Taking Digital Monocular Telescope with Long Viewing Distance of 250-300m, Night Telescope",$103.03,$94.64,-8.14%,No reviews,0,https://www.amazon.ca/Monocular-Telescope-Resolution-Distance-250-300m/dp/B08QFSK7PP/ref=sr_1_193?keywords=telescope&qid=1671541558&sr=8-193
Barska AE10100 Starwatcher 40070 Compact Refractor Telescope with Table Top Tripod and Carrying Case (Silver),,$146.02,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Barska-AE10100-Starwatcher-Refractor-Telescope/dp/B000BY2DJQ/ref=sr_1_194?keywords=telescope&qid=1671541558&sr=8-194
"Medieval Replicas 10"" Nautical Solid Brass Tripod Telescope Silver Finish Adjustable Wooden Tripod Stand",,$93.79,0%,No reviews,0,https://www.amazon.ca/Medieval-Replicas-Nautical-Telescope-Adjustable/dp/B0BC4WFKY2/ref=sr_1_195?keywords=telescope&qid=1671541558&sr=8-195
Handcrafted Telescope | Half Leather Carving | 20 Inches | Functional Vintage Replica Brass Nautical Antique Spyglass Telescope | Super7One,,$89.43,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Handcrafted-Telescope-Functional-Nautical-Super7One/dp/B08MZ4ZQGC/ref=sr_1_196?keywords=telescope&qid=1671541558&sr=8-196
"SOLOMARK Telescope Motor Drives for Equatorial Telescope EQ-3, SOLOMARK 130650EQ Telescopes for Adults",,$225.99,0%,1.0 out of 5 stars,1.0,https://www.amazon.ca/SOLOMARK-Telescope-Equatorial-130650EQ-Telescopes/dp/B0B4MRZTNB/ref=sr_1_199?keywords=telescope&qid=1671541558&sr=8-199
Carson MTEL-50 Aim Refractor Type Telescope,,$87.00,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Carson-MTEL-50-refractor-Type-Telescope/dp/B000A2QTJY/ref=sr_1_200?keywords=telescope&qid=1671541558&sr=8-200
Telescope Case 4 Foam Padded Telescope Travel Bag with Extra Pockets & Buckled Straps to Easily Secure Optical Tube & Tripod Christmas Gift Compatible with Celestron Telescope. Telescope Carry Bags,$129.84,$112.89,-13.05%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Telescope-Pockets-Compatible-Celestron-Telescope/dp/B09B8RHPVV/ref=sr_1_197?keywords=telescope&qid=1671541563&sr=8-197
AOMEKIE Telescopes for Adults Kids 234X Magnification Refractor Telescope for Astronomy Beginners Travel Telescope with Phone Adapter 3X Barlow Lens and Tripod,,$205.21,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/AOMEKIE-Telescopes-Magnification-Refractor-Telescope/dp/B0998CSXXN/ref=sr_1_198?keywords=telescope&qid=1671541563&sr=8-198
SVBONY SV305 Telescope Camera CMOS Digital Eyepiece USB 2MP 1.25 inch Astronomy Camera Dynamic Observation for Telescope Planetary Viewing Photography,,$181.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/SVBONY-Telescope-Astronomy-Observation-Photography/dp/B07YCLSHXY/ref=sr_1_200?keywords=telescope&qid=1671541563&sr=8-200
SVBONY Telescope Eyepieces 4mm 10mm 23mm 62 Degree Wide Angle Aspheric Eyepiece for 1.25 inches Astronomic Telescopes,,$59.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/SVBONY-4331908630-TELESCOPE/dp/B01LZ6DDC2/ref=sr_1_201?keywords=telescope&qid=1671541563&sr=8-201
Telescope Accessory Set Astronomical Telescope Eyepiece Rotating Seat Three Eyepiece Telescope Accessories Telescope Camera,,$92.30,0%,No reviews,0,https://www.amazon.ca/Telescope-Accessory-Astronomical-Eyepiece-Accessories/dp/B0BNWTK4DG/ref=sr_1_203?keywords=telescope&qid=1671541563&sr=8-203
"Celestron 93573 Dielectric Star Diagonal 2"" with Twist Lock",,$301.38,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Dielectric-Star-Diagonal-Twist-Lock/dp/B07VNHDHFL/ref=sr_1_204?keywords=telescope&qid=1671541563&sr=8-204
"Educational Insights GeoSafari Jr. Talking Telescope STEM Toy, Preschool Science, Gift for Boys & Girls Ages 4, 5, 6+",$75.88,$64.99,-14.35%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Educational-Insights-Geosafari-Telescope-Multicolor/dp/B078WLRYR2/ref=sr_1_205?keywords=telescope&qid=1671541563&sr=8-205
Roorkee Instruments India Vintage Antique Tripod Telescope Brass Nautical Telescopes,,$87.00,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Roorkee-Instruments-India-Telescope-Telescopes/dp/B07FZ7DQFK/ref=sr_1_206?keywords=telescope&qid=1671541563&sr=8-206
Telescope Bag - 42 * 33 * 15 inch Telescope Case,,$55.90,0%,3.2 out of 5 stars,3.2,https://www.amazon.ca/Telescope-Bag-42-inch-Case/dp/B091HCXV7H/ref=sr_1_207?keywords=telescope&qid=1671541563&sr=8-207
collectiblesBuy New Handmade Royal Pirates Handicraft Antique Marine Telescope with Leather Case Dollond London Marine Authentic Article Nautical Spyglass,,$48.59,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Handmade-Handicraft-Telescope-Authentic-Nautical/dp/B07GZRMSTL/ref=sr_1_209?keywords=telescope&qid=1671541563&sr=8-209
Tasco Spacestation 70x800mm Refractor AZ with Variable LED Red Dot Finderscope Telescope,,$247.94,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Tasco-Spacestation-Refractor-Finderscope-Telescope/dp/B000PHNXDO/ref=sr_1_210?keywords=telescope&qid=1671541563&sr=8-210
"Telescope 80/500mm Telescopes for Astronomy Adult Professional Refractor, with Adjustable Stainless Steel Tripod Erect Image Finder Scope 3xBarlow Lens Phone Adapter 2 Eyepieces",,$316.88,0%,3.4 out of 5 stars,3.4,https://www.amazon.ca/Telescope-Telescopes-Astronomy-Professional-Adjustable/dp/B08X4FVN3Z/ref=sr_1_211?keywords=telescope&qid=1671541563&sr=8-211
"Maksutov-Cassegrain Telescope for Adults Kids Astronomy Beginners, Sarblue Mak60 Catadioptric Compound Telescope 750x60mm, Compact Portable Travel Telescope, with Tabletop Tripod Phone Adapter",,$306.35,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Maksutov-Cassegrain-Telescope-Astronomy-Beginners-Catadioptric/dp/B08P3J14MZ/ref=sr_1_212?keywords=telescope&qid=1671541563&sr=8-212
"Astromania 1.25"" Astrophotography Flip Mirror - The flip Mirror for Precise Focusing",,$166.10,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Astromania-1-25-Astrophotography-Flip-Mirror/dp/B01MU871CC/ref=sr_1_217?keywords=telescope&qid=1671541563&sr=8-217
"Astromania 1.25"" 4mm 58-Degree Planetary II Eyepiece for Telescope",,$80.22,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Astromania-58-Degree-Planetary-Eyepiece-Telescope/dp/B013SBTIK0/ref=sr_1_219?keywords=telescope&qid=1671541563&sr=8-219
SVBONY Telescope Eyepiece Fully Multi Coated 1.25 inches Telescope Lens 66 Degree Ultra Wide Angle HD Telescope Accessory (6mm 9mm 15mm 20mm),,$168.88,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/SVBONY-Telescope-Eyepiece-Accessories-Astronomy/dp/B01MR78I42/ref=sr_1_220?keywords=telescope&qid=1671541563&sr=8-220
Nautical Solid Brass Handheld Telescope Blue Wooden Box Pirate Spy Glass Sailor Scope Antique Pirate Kid telescopes,,$45.51,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Nautical-Handheld-Telescope-Spyglass-Antique/dp/B07NP3Z8CK/ref=sr_1_221?keywords=telescope&qid=1671541563&sr=8-221
Double Barrel Vintage Brass Telescope on Tripod Stand Antique Desktop Telescope for Home Decor & Table Accessory Telescope Ideal Home Decor Brass Finish & Brown,,$145.11,0%,No reviews,0,https://www.amazon.ca/Vintage-Telescope-Antique-Desktop-Accessory/dp/B0BDZDFGL6/ref=sr_1_222?keywords=telescope&qid=1671541563&sr=8-222
Tasco Novice Refractor Telescope (800mm x 60mm),,$130.47,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Tasco-Novice-Refractor-Telescope-800mm/dp/B007JNWO3C/ref=sr_1_223?keywords=telescope&qid=1671541563&sr=8-223
Telescope for Adults Astronomy Beginners 70Mm Refractor Telescopes with Adjustable 51 Inch Tripod Phone Adapter Erect-Image Diagonal and Moon Portable for Beginners Astronomy Gift,,$409.98,0%,No reviews,0,https://www.amazon.ca/Telescope-Astronomy-Telescopes-Adjustable-Erect-Image/dp/B0B536JZMQ/ref=sr_1_224?keywords=telescope&qid=1671541563&sr=8-224
Celestron 93969 SkySync GPS Accessory,,$225.59,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Celestron-93969-SkySync-GPS-Accessory/dp/B0040H2LWE/ref=sr_1_225?keywords=telescope&qid=1671541563&sr=8-225
"Double Barrel Handmade Nautical Desktop 10"" Fully Antique Telescope Spyglass Antique Brass Marine Scope Telescope with Brass Adjustable Tripod Decorative Home & Office",,$146.89,0%,No reviews,0,https://www.amazon.ca/Handmade-Nautical-Telescope-Adjustable-Decorative/dp/B0BDG1TPF5/ref=sr_1_226?keywords=telescope&qid=1671541563&sr=8-226
Pinty 6-24x50 AOEG Red & Green Rangefinder Mil-Dot Illuminated Optics Spotting Rifle Scope for Hunting,,$69.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Pinty-6-24x50-Rangefinder-Illuminated-Spotting/dp/B019Q2JTYU/ref=sr_1_227?keywords=telescope&qid=1671541563&sr=8-227
"10-30x50 High Definition Zoom Monocular Telescope with Smartphone Holder and Tripod, Waterproof Monoculars for Adults BAK4 Prism & FMC Lens High Power for Bird Watching Concert Astronomy",,$49.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Definition-Monocular-Smartphone-Waterproof-Monoculars/dp/B0B81WRQHW/ref=sr_1_228?keywords=telescope&qid=1671541563&sr=8-228
collectiblesBuy Antique Victorian Marine Telescope Brass & Orange Leather with Tripod Desktop Home Decor,,$89.18,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/collectiblesBuy-Antique-Victorian-Telescope-Leather/dp/B087BYN3CV/ref=sr_1_230?keywords=telescope&qid=1671541563&sr=8-230
"Vortex 10x25 Solo Monocular, Green",,$79.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Vortex-10x25-solo-Monocular-Green/dp/B002UQ71HC/ref=sr_1_231?keywords=telescope&qid=1671541563&sr=8-231
"Camera Telescope, 2 Megapixel 70 Times Zooming Lens Smart Motion Detection USB Digital Telescope with Tripod, for Sport Competition and Concerts, Astronomical, Animal Observation",,$59.23,0%,1.0 out of 5 stars,1.0,https://www.amazon.ca/Telescope-Megapixel-Competition-Astronomical-Observation/dp/B07V6CR9QH/ref=sr_1_232?keywords=telescope&qid=1671541563&sr=8-232
BNISE Astronomical Telescope for Adults 600/50mm 24X-200X Positive Imaging Telescope for Beginner and Kids with 3X Extender and 2 Eyepiece (9mm & 25mm) Refractor with Phone Adapter and Carring Bag,,$219.74,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/BNISE-Astronomical-Telescope-24X-200X-Refractor/dp/B08H863XZW/ref=sr_1_233?keywords=telescope&qid=1671541563&sr=8-233
Professional Zoom Star Telescope with Tripod Outdoors HD Night Vision 150x Refractive Deep Space Moon Observation Telescopes 2021,,$201.00,0%,No reviews,0,https://www.amazon.ca/Professional-Telescope-Refractive-Observation-Telescopes/dp/B094D19D5D/ref=sr_1_234?keywords=telescope&qid=1671541563&sr=8-234
Handcrafted Telescope | Half Leather Carving | 20 Inches | Functional Vintage Replica Brass Nautical Antique Spyglass Telescope,,$74.92,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Handcrafted-Telescope-Functional-Nautical-Spyglass/dp/B0B694YSSW/ref=sr_1_235?keywords=telescope&qid=1671541563&sr=8-235
ESSLNB Telescopes for Adults Kids Astronomy Beginners 80mm Astronomical Telescopes with 10X Phone Mount Refractor Telescope Tripod and Carrying Bag Erect-Image Travel Telescope with Moon Filter,,$283.26,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/ESSLNB-Telescope-Astronomy-Telescopes-Smartphone/dp/B07RV95WRD/ref=sr_1_236?keywords=telescope&qid=1671541563&sr=8-236
"Gosky 20-60x60 HD Spotting Scope with Tripod, Carrying Bag and Scope Phone Adapter - BAK4 45 Degree Eyepiece Telescope for Target Shooting Hunting Bird Watching Wildlife Scenery",,$165.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Gosky-20-60x60-Spotting-Carrying-Adapter/dp/B07CG54ZXH/ref=sr_1_237?keywords=telescope&qid=1671541563&sr=8-237
"TASCO Spacestation 600 x 50mm Refractor Telescope, Astronomy Telescope for Adults and Beginners, Black",,$113.17,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Spacestation-Refractor-Telescope-Astronomy-Beginners/dp/B0BCCL5M86/ref=sr_1_238?keywords=telescope&qid=1671541563&sr=8-238
"14X65 Monocular Telescope with Smartphone Holder & Tripod, SIHEA Powered Monocular Scope for Adults Kids, BAK4 & FMC Lens, for Bird Watching,Hunting,Stargazing, Cool Gadgets Gifts for Men Him Dad",,$69.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Monocular-Telescope-Definition-Waterproof-Smartphone/dp/B08NGQ27RD/ref=sr_1_239?keywords=telescope&qid=1671541563&sr=8-239
"Celestron C5 Spotting Scope, 52291",,$790.00,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Celestron-C5-Spotting-Scope-52291/dp/B008FK623Q/ref=sr_1_240?keywords=telescope&qid=1671541563&sr=8-240
"Brass Telescope Compass Feel The Distant Objects Nearer 6""",,$56.10,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Telescope-Compass-Distant-Objects-Nearer/dp/B08TTKVQRH/ref=sr_1_241?keywords=telescope&qid=1671541563&sr=8-241
NAUTICAL WAREHOUSE Brass Binocular Leather Antique Desk Telescope with Table Tripod Stand,,$125.97,0%,No reviews,0,https://www.amazon.ca/NAUTICAL-WAREHOUSE-Binocular-Leather-Telescope/dp/B0B5N5HR9X/ref=sr_1_242?keywords=telescope&qid=1671541563&sr=8-242
SVBONY SV135 Telescope Eyepiece Zoom 7 to 21mm 1.25 Inch Zoom Eyepiece Fully Multi Coated 6 Element 4 Group Zoom Lens Telescope Accessory for Astronomic Telescopes,,$79.30,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/SVBONY-Telescope-Eyepiece-Astronomic-Telescopes/dp/B07XZ6DY18/ref=sr_1_243?keywords=telescope&qid=1671541563&sr=8-243
"Telescope for Kids & Adults Astronomy, 70mm Aperture 400mm Focal Length Astronomical Refractor Telescopes for Astronomy Beginners, Portable Travel Telescope with Phone Adapter, Tripod and Carry Bag",,$235.59,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/MEEZAA-Telescope-Astronomical-Refractor-Telescopes/dp/B09P51G1VQ/ref=sr_1_244?keywords=telescope&qid=1671541563&sr=8-244
Educational Insights Omega Reflector Telescope,,$270.00,0%,3.7 out of 5 stars,3.7,https://www.amazon.ca/Educational-Insights-Omega-Reflector-Telescope/dp/B0007COBQ0/ref=sr_1_246?keywords=telescope&qid=1671541563&sr=8-246
"Roxant Viper Monocular Telescope - 10x25 High Definition Weatherproof Pocket Telescope with Hand Grip & BAK4 Prism - with Compact Monocular, Case, Wrist Strap, etc. Monoculars for Adults High Powered",,$37.52,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Authentic-ROXANT-Snake-Grip-Weatherproof-Shockproof/dp/B07MZGPWK1/ref=sr_1_248?keywords=telescope&qid=1671541563&sr=8-248
"Roxant Viper Monocular Telescope - 10x25 High Definition Weatherproof Pocket Telescope with Hand Grip & BAK4 Prism - with Compact Monocular, Case, Wrist Strap, etc. Monoculars for Adults High Powered",,$37.52,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Authentic-ROXANT-Snake-Grip-Weatherproof-Shockproof/dp/B07MZGPWK1/ref=sr_1_245?keywords=telescope&qid=1671541587&sr=8-245
"1.25inch Telescope Eyepiece, 58 Degree 6mm Planetary Eyepiece Telescope Eyepiece Monocular Eyepiece for Astronomy Telescope Monocular",$69.99,$58.40,-16.56%,5.0 out of 5 stars,5.0,https://www.amazon.ca/1-25inch-Telescope-Planetary-Monocular-Astronomy/dp/B0819VLNWT/ref=sr_1_246?keywords=telescope&qid=1671541587&sr=8-246
US HANDICRAFTS Handmade Brass Telescope East India Company 1818 Tracker Spyglass Scope Replica Antique 32 inch Large Vintage Souvenir with Hand-Stitched Leather Case,,$94.81,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/US-HANDICRAFTS-Handmade-Telescope-Hand-Stitched/dp/B07Y6QQYK7/ref=sr_1_247?keywords=telescope&qid=1671541587&sr=8-247
SVBONY SV193 Focal Reducer 2 Inch 0.8X Field Flattener Telescope Accessory for SV503 80mm F7 ED Telescope,,$165.23,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/SVBONY-Reducer-Flattener-Telescope-Accessory/dp/B094QSGPPN/ref=sr_1_248?keywords=telescope&qid=1671541587&sr=8-248
"USB Digital Telescope, Telescope for Astronomy 2MP 70X Zooming USB Digital Computerized Telescope Telescope for Windows Xp 2000 Vista Win7 Win8 Win10 Ideal Telescope Adults",,$64.09,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Digital-Telescope-Astronomy-Zooming-Computerized/dp/B0968F3674/ref=sr_1_249?keywords=telescope&qid=1671541587&sr=8-249
Telescope Bag - Telescope Bag - 29.3X11.4X8.8 inch Telescope case inch Telescope case,,$65.23,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/Telescope-Bag-29-3X11-4X8-8-inch-case/dp/B091H34MWP/ref=sr_1_250?keywords=telescope&qid=1671541587&sr=8-250
MaxUSee Kids Telescope 400x40mm with Finder Scope for Kids & Beginners + Portable 10X42 HD Monocular with BAK4 Prism FMC Lens for Moon Viewing Bird Watching Wildlife Scenery,,$127.03,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/MaxUSee-Telescope-400x40mm-Beginners-Monocular/dp/B07WRQB21X/ref=sr_1_251?keywords=telescope&qid=1671541587&sr=8-251
"ESSENWI 114EQ Reflector Telescope for Adults Astronomy, w/ 3 Eyepieces, 3X Barlow Lens, Moon Filter, Fully-Coated Glass Optics, Adjustable Equatorial Mount Tripod for Beginners Astronomer, White",,$696.03,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/ESSENWI-Fully-Coated-Adjustable-Equatorial-Astronomer/dp/B0B1PBLZLV/ref=sr_1_253?keywords=telescope&qid=1671541587&sr=8-253
"Astromania 2"" 45-Degree Erecting Prism Diagonal for Telescope",,$257.51,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Astromania-45-degree-High-quality-Erecting-Telescope/dp/B01B2OR23U/ref=sr_1_254?keywords=telescope&qid=1671541587&sr=8-254
"ROXANT High Definition Mini Monocular Pocket Scope with Molded Grip, Carrying case, Neck Strap and Cleaning Cloth.",,$26.00,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/ROXANT-Definition-Monocular-carrying-cleaning/dp/B00RBG7W52/ref=sr_1_255?keywords=telescope&qid=1671541587&sr=8-255
"Astronomical Telescope for Kids,Portable Telescope Kids Beginners,Great for Educational Gift,Set with Lightweight Tripod Interchangeable Eyepieces(Purple)",,$32.71,0%,2.0 out of 5 stars,2.0,https://www.amazon.ca/Astronomical-Telescope-Educational-Lightweight-Interchangeable/dp/B089ZWS2T8/ref=sr_1_256?keywords=telescope&qid=1671541587&sr=8-256
"SIFAAT World 60 Inches Floor Standing Admirals Black Leather Solid Brass Telescope with Tripod Stand, Nautical Home Decor Fully Functional Decorative Vintage Telescopes",,$399.99,0%,No reviews,0,https://www.amazon.ca/SIFAAT-Telescope-Functional-Decorative-Telescopes/dp/B09LSBZ8LX/ref=sr_1_257?keywords=telescope&qid=1671541587&sr=8-257
"Sarblue Maksutov-Cassegrain Telescope, Mak60 Telescopes for Kids Adults 750x60mm, Compact Portable for Travel, Beginner Astronomy Telescope with Adjustable Tripod Finderscope and Phone Adapter",,$347.74,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Maksutov-Cassegrain-Telescope-Telescopes-Adjustable-Finderscope/dp/B0936FPHL8/ref=sr_1_258?keywords=telescope&qid=1671541587&sr=8-258
"SVBONY SV178 Rifle Scope 6-24x50,Rifle scopes for Hunting, Illuminated AO Mil Dot Reticle, Shockproof Fogproof Waterproof with Fits 20mm Weaver and Picatinny Rails",,$125.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/SVBONY-Illuminated-Shockproof-Waterproof-3-15-3-5-Inch/dp/B08LB4G7V4/ref=sr_1_259?keywords=telescope&qid=1671541587&sr=8-259
EvoGuide 50 DX – 50mm Guide Scope APO Doublet Refractor – Lightweight Guide Scope – Easy Mounting – 50mm Astrograph,,$463.14,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/EvoGuide-50-Refractor-Lightweight-Astrograph/dp/B0915HDN8W/ref=sr_1_265?keywords=telescope&qid=1671541587&sr=8-265
"1.25 Inch Focuser,YZ-18839 Aluminium Alloy 0.05mm High Precision Focusing Helical Focuser with 10mm Focusing Stroke for Telescope Lenses/Finder & Guidescope",,$58.23,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/YZ-18839-Aluminium-Precision-Telescope-Guidescope/dp/B084SNJVPC/ref=sr_1_266?keywords=telescope&qid=1671541587&sr=8-266
"Bindpo 1.25inch Plossl Telescope Eyepiece Set, 4mm/10mm/25mm PL Eyepiece + 2X Barlow Lens Four-Piece, w/T Adapter, for Celestron Atronomical Eyepiece",,$78.38,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/1-25inch-Telescope-Eyepiece-Magnification-Astronomic/dp/B08BZ5GR1W/ref=sr_1_267?keywords=telescope&qid=1671541587&sr=8-267
Pinty Telescope 3-9x40 Sniper Rifle Scope Optics R4 Reticle Crosshair Air Gun Scopes with Mounts for Hunting (3-9x40 Red Green Mil-Dot Illuminated),,$59.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Pinty-Telescope-Reticle-Crosshair-Illuminated/dp/B019Q7H1IQ/ref=sr_1_269?keywords=telescope&qid=1671541587&sr=8-269
occer Telescopes for Adults Kids Beginners - 70mm Aperture 400mm Telescope FMC Optic for View Moon Planet - Portable Refractor Telescope with Adjustable Tripod Finder Scope Phone Adapter,,$199.69,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/occer-Telescopes-Astronomy-Beginners-Adjustable/dp/B083PRHRB6/ref=sr_1_270?keywords=telescope&qid=1671541587&sr=8-270
A Orange Leather Marine Box Telescope London 1920 Era Maritime Vintage Functional Spyglass Sailor Instrument - Handmade Gifts Article,,$44.70,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Telescope-Maritime-Functional-Spyglass-Instrument/dp/B077Q6HML2/ref=sr_1_271?keywords=telescope&qid=1671541587&sr=8-271
"PlotUse Monocular Telescope for Smartphone 12x50 HD , Upgraded Tripod, Hand Strap - High Power Vision for Star Watching Bird Watching - Monocular Case",,$102.39,0%,No reviews,0,https://www.amazon.ca/Monocular-Telescope-Smartphone-Holder-Tripod/dp/B09LMPNDP1/ref=sr_1_274?keywords=telescope&qid=1671541587&sr=8-274
